file	type	path_id	name
input/freefire-assets/assets/bin/Data/level34	GameObject	785	IIV_GP_StoneLamp001_Collider038
input/freefire-assets/assets/bin/Data/level34	GameObject	786	IIV_GP_StoneLamp001_Collider041
input/freefire-assets/assets/bin/Data/level34	GameObject	787	IIV_GP_StoneLamp001_Collider036
input/freefire-assets/assets/bin/Data/level34	GameObject	788	IIV_GP_StoneLamp001_Collider045
input/freefire-assets/assets/bin/Data/level34	GameObject	789	IIV_GP_StoneLamp001_Collider042
input/freefire-assets/assets/bin/Data/level34	GameObject	790	IIV_GP_StoneLamp001_Collider018
input/freefire-assets/assets/bin/Data/level34	GameObject	791	IIV_GP_Flowerbeds002_Collider009
input/freefire-assets/assets/bin/Data/level34	GameObject	793	IIV_GP_WoodLamp001_Collider020
input/freefire-assets/assets/bin/Data/level34	GameObject	794	IIV_GP_StoneLamp001_Collider022
input/freefire-assets/assets/bin/Data/level34	GameObject	796	IIV_GP_WoodLamp001_Collider003
input/freefire-assets/assets/bin/Data/level34	GameObject	797	IIV_GP_WoodLamp001_Collider003
input/freefire-assets/assets/bin/Data/level34	GameObject	798	IIV_GP_WoodLamp001_Collider003
input/freefire-assets/assets/bin/Data/level34	GameObject	799	IIV_GP_StoneLamp001_Collider017
input/freefire-assets/assets/bin/Data/level34	GameObject	801	IIV_GP_WoodLamp001_Collider019
input/freefire-assets/assets/bin/Data/level34	GameObject	802	IIV_GP_StoneLamp001_Collider014
input/freefire-assets/assets/bin/Data/level34	GameObject	807	IIV_GP_Foundation001_Collider133
input/freefire-assets/assets/bin/Data/level34	GameObject	810	IIV_GP_WoodLamp001_Collider045
input/freefire-assets/assets/bin/Data/level34	GameObject	811	IIV_GP_WoodLamp001_Collider045
input/freefire-assets/assets/bin/Data/level34	GameObject	812	IIV_GP_WoodLamp001_Collider045
input/freefire-assets/assets/bin/Data/level34	GameObject	814	IIV_GP_Foundation001_Collider074
input/freefire-assets/assets/bin/Data/level34	GameObject	815	IIV_GP_WoodLamp001_Collider048
input/freefire-assets/assets/bin/Data/level34	GameObject	816	IIV_GP_WoodLamp001_Collider048
input/freefire-assets/assets/bin/Data/level34	GameObject	817	IIV_GP_WoodLamp001_Collider048
input/freefire-assets/assets/bin/Data/level34	GameObject	820	IIV_GP_WoodLamp001_Collider002
input/freefire-assets/assets/bin/Data/level34	GameObject	821	IIV_GP_StoneLamp001_Collider010
input/freefire-assets/assets/bin/Data/level34	GameObject	823	IIV_GP_WoodLamp001_Collider049
input/freefire-assets/assets/bin/Data/level34	GameObject	824	IIV_GP_WoodLamp001_Collider047
input/freefire-assets/assets/bin/Data/level34	GameObject	826	IIV_GP_Roundpool001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	829	IIV_GP_StoneLamp001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	830	IIV_GP_WoodLamp001_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	831	IIV_GP_WoodLamp001_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	832	IIV_GP_WoodLamp001_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	834	IIV_GP_StoneLamp001_Collider025
input/freefire-assets/assets/bin/Data/level34	GameObject	835	IIV_GP_Foundation001_Collider121
input/freefire-assets/assets/bin/Data/level34	GameObject	837	IIV_GP_StoneLamp001_Collider019
input/freefire-assets/assets/bin/Data/level34	GameObject	840	IIV_GP_WoodLamp001_Collider035
input/freefire-assets/assets/bin/Data/level34	GameObject	841	IIV_GP_WoodLamp001_Collider035
input/freefire-assets/assets/bin/Data/level34	GameObject	842	IIV_GP_WoodLamp001_Collider035
input/freefire-assets/assets/bin/Data/level34	GameObject	844	IIV_GP_StoneLamp001_Collider024
input/freefire-assets/assets/bin/Data/level34	GameObject	845	IIV_GP_StoneLamp001_Collider009
input/freefire-assets/assets/bin/Data/level34	GameObject	846	IIV_GP_StoneLamp001_Collider059
input/freefire-assets/assets/bin/Data/level34	GameObject	847	IIV_GP_StoneLamp001_Collider051
input/freefire-assets/assets/bin/Data/level34	GameObject	848	IIV_GP_StoneLamp001_Collider054
input/freefire-assets/assets/bin/Data/level34	GameObject	849	IIV_GP_StoneLamp001_Collider060
input/freefire-assets/assets/bin/Data/level34	GameObject	850	IIV_GP_StoneLamp001_Collider052
input/freefire-assets/assets/bin/Data/level34	GameObject	851	IIV_GP_StoneLamp001_Collider058
input/freefire-assets/assets/bin/Data/level34	GameObject	852	IIV_GP_StoneLamp001_Collider053
input/freefire-assets/assets/bin/Data/level34	GameObject	853	IIV_GP_StoneLamp001_Collider056
input/freefire-assets/assets/bin/Data/level34	GameObject	854	IIV_GP_StoneLamp001_Collider050
input/freefire-assets/assets/bin/Data/level34	GameObject	855	IIV_GP_StoneLamp001_Collider055
input/freefire-assets/assets/bin/Data/level34	GameObject	856	IIV_GP_StoneLamp001_Collider061
input/freefire-assets/assets/bin/Data/level34	GameObject	857	IIV_GP_StoneLamp001_Collider057
input/freefire-assets/assets/bin/Data/level34	GameObject	858	IIV_GP_StoneLamp001_Collider002
input/freefire-assets/assets/bin/Data/level34	GameObject	860	IIV_GP_WoodLamp001_Collider024
input/freefire-assets/assets/bin/Data/level34	GameObject	861	IIV_GP_WoodLamp001_Collider024
input/freefire-assets/assets/bin/Data/level34	GameObject	862	IIV_GP_WoodLamp001_Collider024
input/freefire-assets/assets/bin/Data/level34	GameObject	863	IIV_GP_StoneLamp001_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	864	IIV_GP_Foundation001_Collider107
input/freefire-assets/assets/bin/Data/level34	GameObject	865	IIV_GP_Foundation001_Collider132
input/freefire-assets/assets/bin/Data/level34	GameObject	866	IIV_GP_StoneLamp001_Collider032
input/freefire-assets/assets/bin/Data/level34	GameObject	867	IIV_GP_Foundation001_Collider125
input/freefire-assets/assets/bin/Data/level34	GameObject	868	IIV_GP_StoneLamp001_Collider028
input/freefire-assets/assets/bin/Data/level34	GameObject	873	IIV_GP_StoneLamp001_Collider020
input/freefire-assets/assets/bin/Data/level34	GameObject	874	IIV_GP_WoodLamp001_Collider038
input/freefire-assets/assets/bin/Data/level34	GameObject	876	IIV_GP_WoodLamp001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	877	IIV_GP_StoneLamp001_Collider007
input/freefire-assets/assets/bin/Data/level34	GameObject	879	IIV_GP_Flowerbeds001_Collider005
input/freefire-assets/assets/bin/Data/level34	GameObject	880	IIV_GP_WoodLamp001_Collider053
input/freefire-assets/assets/bin/Data/level34	GameObject	881	IIV_GP_WoodLamp001_Collider053
input/freefire-assets/assets/bin/Data/level34	GameObject	882	IIV_GP_WoodLamp001_Collider053
input/freefire-assets/assets/bin/Data/level34	GameObject	883	IIV_GP_WoodLamp001_Collider013
input/freefire-assets/assets/bin/Data/level34	GameObject	884	IIV_GP_WoodLamp001_Collider013
input/freefire-assets/assets/bin/Data/level34	GameObject	885	IIV_GP_WoodLamp001_Collider013
input/freefire-assets/assets/bin/Data/level34	GameObject	887	IIV_GP_StoneLamp001_Collider012
input/freefire-assets/assets/bin/Data/level34	GameObject	888	IIV_GP_StoneLamp001_Collider017
input/freefire-assets/assets/bin/Data/level34	GameObject	889	IIV_GP_WoodLamp001_Collider047
input/freefire-assets/assets/bin/Data/level34	GameObject	890	IIV_GP_WoodLamp001_Collider047
input/freefire-assets/assets/bin/Data/level34	GameObject	891	IIV_GP_WoodLamp001_Collider047
input/freefire-assets/assets/bin/Data/level34	GameObject	893	IIV_GP_StoneLamp001_Collider022
input/freefire-assets/assets/bin/Data/level34	GameObject	895	IIV_GP_WoodLamp001_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	896	IIV_GP_WoodLamp001_Collider048
input/freefire-assets/assets/bin/Data/level34	GameObject	897	IIV_GP_StoneLamp001_Collider025
input/freefire-assets/assets/bin/Data/level34	GameObject	898	IIV_GP_WoodLamp001_Collider002
input/freefire-assets/assets/bin/Data/level34	GameObject	899	IIV_GP_WoodLamp001_Collider002
input/freefire-assets/assets/bin/Data/level34	GameObject	900	IIV_GP_WoodLamp001_Collider002
input/freefire-assets/assets/bin/Data/level34	GameObject	903	IIV_GP_WoodLamp001_Collider049
input/freefire-assets/assets/bin/Data/level34	GameObject	904	IIV_GP_WoodLamp001_Collider049
input/freefire-assets/assets/bin/Data/level34	GameObject	905	IIV_GP_WoodLamp001_Collider049
input/freefire-assets/assets/bin/Data/level34	GameObject	906	IIV_GP_StoneLamp001_Collider010
input/freefire-assets/assets/bin/Data/level34	GameObject	907	IIV_GP_StoneLamp001_Collider003
input/freefire-assets/assets/bin/Data/level34	GameObject	909	IIV_GP_StoneLamp001_Collider029
input/freefire-assets/assets/bin/Data/level34	GameObject	910	IIV_GP_WoodLamp001_Collider035
input/freefire-assets/assets/bin/Data/level34	GameObject	911	IIV_GP_StoneLamp001_Collider049
input/freefire-assets/assets/bin/Data/level34	GameObject	912	IIV_GP_StoneLamp001_Collider039
input/freefire-assets/assets/bin/Data/level34	GameObject	913	IIV_GP_StoneLamp001_Collider047
input/freefire-assets/assets/bin/Data/level34	GameObject	914	IIV_GP_StoneLamp001_Collider043
input/freefire-assets/assets/bin/Data/level34	GameObject	915	IIV_GP_StoneLamp001_Collider037
input/freefire-assets/assets/bin/Data/level34	GameObject	916	IIV_GP_StoneLamp001_Collider046
input/freefire-assets/assets/bin/Data/level34	GameObject	917	IIV_GP_StoneLamp001_Collider034
input/freefire-assets/assets/bin/Data/level34	GameObject	918	IIV_GP_StoneLamp001_Collider048
input/freefire-assets/assets/bin/Data/level34	GameObject	919	IIV_GP_StoneLamp001_Collider036
input/freefire-assets/assets/bin/Data/level34	GameObject	920	IIV_GP_StoneLamp001_Collider045
input/freefire-assets/assets/bin/Data/level34	GameObject	921	IIV_GP_StoneLamp001_Collider042
input/freefire-assets/assets/bin/Data/level34	GameObject	922	IIV_GP_StoneLamp001_Collider038
input/freefire-assets/assets/bin/Data/level34	GameObject	923	IIV_GP_StoneLamp001_Collider035
input/freefire-assets/assets/bin/Data/level34	GameObject	924	IIV_GP_StoneLamp001_Collider044
input/freefire-assets/assets/bin/Data/level34	GameObject	925	IIV_GP_StoneLamp001_Collider040
input/freefire-assets/assets/bin/Data/level34	GameObject	926	IIV_GP_StoneLamp001_Collider041
input/freefire-assets/assets/bin/Data/level34	GameObject	929	IIV_GP_StoneLamp001_Collider018
input/freefire-assets/assets/bin/Data/level34	GameObject	931	IIV_GP_StoneLamp001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	934	IIV_GP_StoneLamp001_Collider001
input/freefire-assets/assets/bin/Data/level34	GameObject	935	IIV_GP_Foundation001_Collider073
input/freefire-assets/assets/bin/Data/level34	GameObject	937	IIV_GP_StoneLamp001_Collider020
input/freefire-assets/assets/bin/Data/level34	GameObject	938	IIV_GP_StoneLamp001_Collider062
input/freefire-assets/assets/bin/Data/level34	GameObject	939	IIV_GP_StoneLamp001_Collider063
input/freefire-assets/assets/bin/Data/level34	GameObject	940	IIV_GP_StoneLamp001_Collider064
input/freefire-assets/assets/bin/Data/level34	GameObject	941	IIV_GP_StoneLamp001_Collider065
input/freefire-assets/assets/bin/Data/level34	GameObject	943	IIV_GP_Foundation001_Collider071
input/freefire-assets/assets/bin/Data/level34	GameObject	944	IIV_GP_StoneLamp001_Collider021
input/freefire-assets/assets/bin/Data/level34	GameObject	945	IIV_GP_StoneLamp001_Collider027
input/freefire-assets/assets/bin/Data/level34	GameObject	946	IIV_GP_StoneLamp001_Collider005
input/freefire-assets/assets/bin/Data/level34	GameObject	947	IIV_GP_WoodLamp001_Collider024
input/freefire-assets/assets/bin/Data/level34	GameObject	949	IIV_GP_StoneLamp001_Collider009
input/freefire-assets/assets/bin/Data/level34	GameObject	951	IIV_GP_StoneLamp001_Collider050
input/freefire-assets/assets/bin/Data/level34	GameObject	952	IIV_GP_StoneLamp001_Collider055
input/freefire-assets/assets/bin/Data/level34	GameObject	953	IIV_GP_StoneLamp001_Collider057
input/freefire-assets/assets/bin/Data/level34	GameObject	954	IIV_GP_StoneLamp001_Collider061
input/freefire-assets/assets/bin/Data/level34	GameObject	955	IIV_GP_StoneLamp001_Collider058
input/freefire-assets/assets/bin/Data/level34	GameObject	956	IIV_GP_StoneLamp001_Collider053
input/freefire-assets/assets/bin/Data/level34	GameObject	957	IIV_GP_StoneLamp001_Collider056
input/freefire-assets/assets/bin/Data/level34	GameObject	958	IIV_GP_StoneLamp001_Collider051
input/freefire-assets/assets/bin/Data/level34	GameObject	959	IIV_GP_StoneLamp001_Collider054
input/freefire-assets/assets/bin/Data/level34	GameObject	960	IIV_GP_StoneLamp001_Collider060
input/freefire-assets/assets/bin/Data/level34	GameObject	961	IIV_GP_StoneLamp001_Collider052
input/freefire-assets/assets/bin/Data/level34	GameObject	962	IIV_GP_StoneLamp001_Collider059
input/freefire-assets/assets/bin/Data/level34	GameObject	963	IIV_GP_StoneLamp001_Collider024
input/freefire-assets/assets/bin/Data/level34	GameObject	964	IIV_GP_StoneLamp001_Collider013
input/freefire-assets/assets/bin/Data/level34	GameObject	966	IIV_GP_WoodLamp001_Collider053
input/freefire-assets/assets/bin/Data/level34	GameObject	967	IIV_GP_WoodLamp001_Collider013
input/freefire-assets/assets/bin/Data/level34	GameObject	968	IIV_GP_StoneLamp001_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	969	IIV_GP_StoneLamp001_Collider033
input/freefire-assets/assets/bin/Data/level34	GameObject	970	IIV_GP_StoneLamp001_Collider002
input/freefire-assets/assets/bin/Data/level34	GameObject	971	IIV_GP_Foundation001_Collider076
input/freefire-assets/assets/bin/Data/level34	GameObject	972	IIV_GP_Flowerbeds002_Collider003
input/freefire-assets/assets/bin/Data/level34	GameObject	974	IIV_GP_StoneLamp001_Collider031
input/freefire-assets/assets/bin/Data/level34	GameObject	975	IIV_GP_WoodLamp001_Collider038
input/freefire-assets/assets/bin/Data/level34	GameObject	976	IIV_GP_WoodLamp001_Collider038
input/freefire-assets/assets/bin/Data/level34	GameObject	977	IIV_GP_WoodLamp001_Collider038
input/freefire-assets/assets/bin/Data/level34	GameObject	978	IIV_GP_Flowerbeds001_Collider003
input/freefire-assets/assets/bin/Data/level34	GameObject	980	IIV_GP_StoneLamp001_Collider006
input/freefire-assets/assets/bin/Data/level34	GameObject	981	IIV_GP_Foundation001_Collider137
input/freefire-assets/assets/bin/Data/level34	GameObject	982	IIV_GP_WoodLamp001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	983	IIV_GP_WoodLamp001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	984	IIV_GP_WoodLamp001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	985	IIV_GP_WoodLamp001_Collider033
input/freefire-assets/assets/bin/Data/level34	GameObject	986	IIV_GP_WoodLamp001_Collider033
input/freefire-assets/assets/bin/Data/level34	GameObject	987	IIV_GP_WoodLamp001_Collider033
input/freefire-assets/assets/bin/Data/level34	GameObject	988	IIV_GP_WoodLamp001_Collider014
input/freefire-assets/assets/bin/Data/level34	GameObject	989	IIV_GP_WoodLamp001_Collider018
input/freefire-assets/assets/bin/Data/level34	GameObject	990	IIV_GP_WoodLamp001_Collider018
input/freefire-assets/assets/bin/Data/level34	GameObject	991	IIV_GP_WoodLamp001_Collider018
input/freefire-assets/assets/bin/Data/level34	GameObject	992	IIV_GP_StoneLamp001_Collider001
input/freefire-assets/assets/bin/Data/level34	GameObject	993	IIV_GP_WoodLamp001_Collider001
input/freefire-assets/assets/bin/Data/level34	GameObject	994	IIV_GP_WoodLamp001_Collider001
input/freefire-assets/assets/bin/Data/level34	GameObject	995	IIV_GP_WoodLamp001_Collider001
input/freefire-assets/assets/bin/Data/level34	GameObject	997	IIV_GP_Flowerbeds002_Collider002
input/freefire-assets/assets/bin/Data/level34	GameObject	998	IIV_GP_Flowerbeds002_Collider010
input/freefire-assets/assets/bin/Data/level34	GameObject	999	IIV_GP_StoneLamp001_Collider008
input/freefire-assets/assets/bin/Data/level34	GameObject	1000	IIV_GP_StoneLamp001_Collider021
input/freefire-assets/assets/bin/Data/level34	GameObject	1001	IIV_GP_StoneLamp001_Collider005
input/freefire-assets/assets/bin/Data/level34	GameObject	1002	IIV_GP_StoneLamp001_Collider030
input/freefire-assets/assets/bin/Data/level34	GameObject	1004	IIV_GP_StoneLamp001_Collider013
input/freefire-assets/assets/bin/Data/level34	GameObject	1005	IIV_GP_StoneLamp001_Collider024
input/freefire-assets/assets/bin/Data/level34	GameObject	1007	IIV_GP_StoneLamp001_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	1009	IIV_GP_StoneLamp001_Collider033
input/freefire-assets/assets/bin/Data/level34	GameObject	1010	IIV_GP_Flowerbeds002_Collider016
input/freefire-assets/assets/bin/Data/level34	GameObject	1013	IIV_GP_StoneLamp001_Collider032
input/freefire-assets/assets/bin/Data/level34	GameObject	1014	IIV_GP_WoodLamp001_Collider027
input/freefire-assets/assets/bin/Data/level34	GameObject	1015	IIV_GP_WoodLamp001_Collider027
input/freefire-assets/assets/bin/Data/level34	GameObject	1016	IIV_GP_WoodLamp001_Collider027
input/freefire-assets/assets/bin/Data/level34	GameObject	1017	IIV_GP_WoodLamp001_Collider021
input/freefire-assets/assets/bin/Data/level34	GameObject	1018	IIV_GP_WoodLamp001_Collider021
input/freefire-assets/assets/bin/Data/level34	GameObject	1019	IIV_GP_WoodLamp001_Collider021
input/freefire-assets/assets/bin/Data/level34	GameObject	1023	IIV_GP_StoneLamp001_Collider028
input/freefire-assets/assets/bin/Data/level34	GameObject	1025	IIV_GP_StoneLamp001_Collider017
input/freefire-assets/assets/bin/Data/level34	GameObject	1026	IIV_GP_StoneLamp001_Collider022
input/freefire-assets/assets/bin/Data/level34	GameObject	1027	IIV_GP_Foundation001_Collider118
input/freefire-assets/assets/bin/Data/level34	GameObject	1030	IIV_GP_Foundation001_Collider136
input/freefire-assets/assets/bin/Data/level34	GameObject	1031	IIV_GP_WoodLamp001_Collider020
input/freefire-assets/assets/bin/Data/level34	GameObject	1032	IIV_GP_WoodLamp001_Collider020
input/freefire-assets/assets/bin/Data/level34	GameObject	1033	IIV_GP_WoodLamp001_Collider020
input/freefire-assets/assets/bin/Data/level34	GameObject	1036	IIV_GP_WoodLamp001_Collider058
input/freefire-assets/assets/bin/Data/level34	GameObject	1037	IIV_GP_StoneLamp001_Collider025
input/freefire-assets/assets/bin/Data/level34	GameObject	1038	IIV_GP_Foundation001_Collider072
input/freefire-assets/assets/bin/Data/level34	GameObject	1039	IIV_GP_StoneLamp001_Collider015
input/freefire-assets/assets/bin/Data/level34	GameObject	1042	IIV_GP_StoneLamp001_Collider003
input/freefire-assets/assets/bin/Data/level34	GameObject	1044	IIV_GP_WoodLamp001_Collider045
input/freefire-assets/assets/bin/Data/level34	GameObject	1045	IIV_GP_StoneLamp001_Collider029
input/freefire-assets/assets/bin/Data/level34	GameObject	1047	IIV_GP_StoneLamp001_Collider036
input/freefire-assets/assets/bin/Data/level34	GameObject	1048	IIV_GP_StoneLamp001_Collider045
input/freefire-assets/assets/bin/Data/level34	GameObject	1049	IIV_GP_StoneLamp001_Collider042
input/freefire-assets/assets/bin/Data/level34	GameObject	1050	IIV_GP_StoneLamp001_Collider044
input/freefire-assets/assets/bin/Data/level34	GameObject	1051	IIV_GP_StoneLamp001_Collider040
input/freefire-assets/assets/bin/Data/level34	GameObject	1052	IIV_GP_StoneLamp001_Collider038
input/freefire-assets/assets/bin/Data/level34	GameObject	1053	IIV_GP_StoneLamp001_Collider035
input/freefire-assets/assets/bin/Data/level34	GameObject	1054	IIV_GP_StoneLamp001_Collider041
input/freefire-assets/assets/bin/Data/level34	GameObject	1055	IIV_GP_StoneLamp001_Collider049
input/freefire-assets/assets/bin/Data/level34	GameObject	1056	IIV_GP_StoneLamp001_Collider039
input/freefire-assets/assets/bin/Data/level34	GameObject	1057	IIV_GP_StoneLamp001_Collider047
input/freefire-assets/assets/bin/Data/level34	GameObject	1058	IIV_GP_StoneLamp001_Collider043
input/freefire-assets/assets/bin/Data/level34	GameObject	1059	IIV_GP_StoneLamp001_Collider046
input/freefire-assets/assets/bin/Data/level34	GameObject	1060	IIV_GP_StoneLamp001_Collider037
input/freefire-assets/assets/bin/Data/level34	GameObject	1061	IIV_GP_StoneLamp001_Collider034
input/freefire-assets/assets/bin/Data/level34	GameObject	1062	IIV_GP_StoneLamp001_Collider048
input/freefire-assets/assets/bin/Data/level34	GameObject	1064	IIV_GP_WoodLamp001_Collider003
input/freefire-assets/assets/bin/Data/level34	GameObject	1066	IIV_GP_WoodLamp001_Collider019
input/freefire-assets/assets/bin/Data/level34	GameObject	1067	IIV_GP_WoodLamp001_Collider019
input/freefire-assets/assets/bin/Data/level34	GameObject	1068	IIV_GP_WoodLamp001_Collider019
input/freefire-assets/assets/bin/Data/level34	GameObject	1069	IIV_GP_Flowerbeds001_Collider002
input/freefire-assets/assets/bin/Data/level34	GameObject	1070	IIV_GP_StoneLamp001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	1071	IIV_GP_StoneLamp001_Collider018
input/freefire-assets/assets/bin/Data/level34	GameObject	1073	IIV_GP_WoodLamp001_Collider007
input/freefire-assets/assets/bin/Data/level34	GameObject	1074	IIV_GP_StoneLamp001_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	1076	IIV_GP_WoodLamp001_Collider055
input/freefire-assets/assets/bin/Data/level34	GameObject	1077	IIV_GP_WoodLamp001_Collider055
input/freefire-assets/assets/bin/Data/level34	GameObject	1078	IIV_GP_WoodLamp001_Collider055
input/freefire-assets/assets/bin/Data/level34	GameObject	1079	IIV_GP_StoneLamp001_Collider030
input/freefire-assets/assets/bin/Data/level34	GameObject	1080	IIV_GP_StoneLamp001_Collider024
input/freefire-assets/assets/bin/Data/level34	GameObject	1082	IIV_GP_StoneLamp001_Collider006
input/freefire-assets/assets/bin/Data/level34	GameObject	1083	IIV_GP_WoodLamp001_Collider052
input/freefire-assets/assets/bin/Data/level34	GameObject	1084	IIV_GP_WoodLamp001_Collider016
input/freefire-assets/assets/bin/Data/level34	GameObject	1085	IIV_GP_WoodLamp001_Collider016
input/freefire-assets/assets/bin/Data/level34	GameObject	1086	IIV_GP_WoodLamp001_Collider016
input/freefire-assets/assets/bin/Data/level34	GameObject	1087	IIV_GP_WoodLamp001_Collider015
input/freefire-assets/assets/bin/Data/level34	GameObject	1088	IIV_GP_WoodLamp001_Collider015
input/freefire-assets/assets/bin/Data/level34	GameObject	1089	IIV_GP_WoodLamp001_Collider015
input/freefire-assets/assets/bin/Data/level34	GameObject	1091	IIV_GP_Flowerbeds002_Collider006
input/freefire-assets/assets/bin/Data/level34	GameObject	1093	IIV_GP_WoodLamp001_Collider006
input/freefire-assets/assets/bin/Data/level34	GameObject	1094	IIV_GP_WoodLamp001_Collider006
input/freefire-assets/assets/bin/Data/level34	GameObject	1095	IIV_GP_WoodLamp001_Collider006
input/freefire-assets/assets/bin/Data/level34	GameObject	1096	IIV_GP_StoneLamp001_Collider031
input/freefire-assets/assets/bin/Data/level34	GameObject	1097	IIV_GP_WoodLamp001_Collider010
input/freefire-assets/assets/bin/Data/level34	GameObject	1099	IIV_GP_WoodLamp001_Collider039
input/freefire-assets/assets/bin/Data/level34	GameObject	1100	IIV_GP_StoneLamp001_Collider007
input/freefire-assets/assets/bin/Data/level34	GameObject	1101	IIV_GP_Foundation001_Collider084
input/freefire-assets/assets/bin/Data/level34	GameObject	1104	IIV_GP_WoodLamp001_Collider023
input/freefire-assets/assets/bin/Data/level34	GameObject	1105	IIV_GP_WoodLamp001_Collider023
input/freefire-assets/assets/bin/Data/level34	GameObject	1106	IIV_GP_WoodLamp001_Collider023
input/freefire-assets/assets/bin/Data/level34	GameObject	1107	IIV_GP_Foundation001_Collider135
input/freefire-assets/assets/bin/Data/level34	GameObject	1108	IIV_GP_Roundpool001_Collider001
input/freefire-assets/assets/bin/Data/level34	GameObject	1111	IIV_GP_StoneLamp001_Collider012
input/freefire-assets/assets/bin/Data/level34	GameObject	1112	IIV_GP_WoodLamp001_Collider034
input/freefire-assets/assets/bin/Data/level34	GameObject	1113	IIV_GP_Flowerbeds002_Collider011
input/freefire-assets/assets/bin/Data/level34	GameObject	1114	IIV_GP_StoneLamp001_Collider008
input/freefire-assets/assets/bin/Data/level34	GameObject	1115	IIV_GP_StoneLamp001_Collider027
input/freefire-assets/assets/bin/Data/level34	GameObject	1117	IIV_GP_WoodLamp001_Collider032
input/freefire-assets/assets/bin/Data/level34	GameObject	1118	IIV_GP_WoodLamp001_Collider032
input/freefire-assets/assets/bin/Data/level34	GameObject	1119	IIV_GP_WoodLamp001_Collider032
input/freefire-assets/assets/bin/Data/level34	GameObject	1123	IIV_GP_StoneLamp001_Collider062
input/freefire-assets/assets/bin/Data/level34	GameObject	1124	IIV_GP_StoneLamp001_Collider063
input/freefire-assets/assets/bin/Data/level34	GameObject	1125	IIV_GP_StoneLamp001_Collider064
input/freefire-assets/assets/bin/Data/level34	GameObject	1126	IIV_GP_StoneLamp001_Collider065
input/freefire-assets/assets/bin/Data/level34	GameObject	1127	IIV_GP_WoodLamp001_Collider054
input/freefire-assets/assets/bin/Data/level34	GameObject	1128	IIV_GP_WoodLamp001_Collider041
input/freefire-assets/assets/bin/Data/level34	GameObject	1130	IIV_GP_WoodLamp001_Collider025
input/freefire-assets/assets/bin/Data/level34	GameObject	1131	IIV_GP_WoodLamp001_Collider025
input/freefire-assets/assets/bin/Data/level34	GameObject	1132	IIV_GP_WoodLamp001_Collider025
input/freefire-assets/assets/bin/Data/level34	GameObject	1134	IIV_GP_Flowerbeds002_Collider013
input/freefire-assets/assets/bin/Data/level34	GameObject	1135	IIV_GP_WoodLamp001_Collider060
input/freefire-assets/assets/bin/Data/level34	GameObject	1137	IIV_GP_Roundpool001_Collider005
input/freefire-assets/assets/bin/Data/level34	GameObject	1138	IIV_GP_StoneLamp001_Collider004
input/freefire-assets/assets/bin/Data/level34	GameObject	1140	IIV_GP_WoodLamp001_Collider044
input/freefire-assets/assets/bin/Data/level34	GameObject	1141	IIV_GP_WoodLamp001_Collider044
input/freefire-assets/assets/bin/Data/level34	GameObject	1142	IIV_GP_WoodLamp001_Collider044
input/freefire-assets/assets/bin/Data/level34	GameObject	1143	IIV_GP_WoodLamp001_Collider042
input/freefire-assets/assets/bin/Data/level34	GameObject	1144	IIV_GP_WoodLamp001_Collider005
input/freefire-assets/assets/bin/Data/level34	GameObject	1146	IIV_GP_Flowerbeds001_Collider001
input/freefire-assets/assets/bin/Data/level34	GameObject	1148	IIV_GP_WoodLamp001_Collider043
input/freefire-assets/assets/bin/Data/level34	GameObject	1149	IIV_GP_WoodLamp001_Collider043
input/freefire-assets/assets/bin/Data/level34	GameObject	1150	IIV_GP_WoodLamp001_Collider043
input/freefire-assets/assets/bin/Data/level34	GameObject	1151	IIV_GP_WoodLamp001_Collider051
input/freefire-assets/assets/bin/Data/level34	GameObject	1152	IIV_GP_WoodLamp001_Collider051
input/freefire-assets/assets/bin/Data/level34	GameObject	1153	IIV_GP_WoodLamp001_Collider051
input/freefire-assets/assets/bin/Data/level34	GameObject	1154	IIV_GP_WoodLamp001_Collider030
input/freefire-assets/assets/bin/Data/level34	GameObject	1155	IIV_GP_WoodLamp001_Collider030
input/freefire-assets/assets/bin/Data/level34	GameObject	1156	IIV_GP_WoodLamp001_Collider030
input/freefire-assets/assets/bin/Data/level34	GameObject	1157	IIV_GP_WoodLamp001_Collider009
input/freefire-assets/assets/bin/Data/level34	GameObject	1161	IIV_GP_WoodLamp001_Collider059
input/freefire-assets/assets/bin/Data/level34	GameObject	1162	IIV_GP_StoneLamp001_Collider019
